repo,snapshot_tag,snapshot_date,event_id,event_observation_id,event_published,event_date_source,ground_truth_source,ground_truth_aliases,fixed_commit,commit_subject,case_file,control_file,changed_source_files_count,changed_source_files_sample,review_decision,review_notes
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2018-16840,curl:curl-7_61_1:CVE-2018-16840,2018-10-31T08:00:00+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2018-16840;CVE-2018-16840,81d135d67155c5295b1033679c606165d4e28f3f,Curl_close: clear data->multi_easy on free to avoid use-after-free,lib/url.c,lib/ftp.c,1,lib/url.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2020-8284,curl:curl-7_73_0:CVE-2020-8284,2020-12-09T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2020-8284;CVE-2020-8284,ec9cc725d598ac77de7b6df8afeec292b3c8ad46,ftp: CURLOPT_FTP_SKIP_PASV_IP by default,lib/url.c,lib/http2.c,2,lib/url.c;src/tool_cfgable.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22876,curl:curl-7_73_0:CVE-2021-22876,2021-03-31T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22876;CVE-2021-22876,7214288898f5625a6cc196e22a74232eada7861c,transfer: strip credentials from the auto-referer header field,lib/transfer.c,lib/mime.c,1,lib/transfer.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22922,curl:curl-7_73_0:CVE-2021-22922,2021-07-21T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2021-22922;CVE-2021-22922,265b14d6b37c4298bd5556fabcbc37d36f911693,metalink: remove,src/tool_cfgable.h,lib/curl_sspi.h,8,src/tool_cfgable.h;src/tool_getparam.c;src/tool_help.c;src/tool_main.c;src/tool_operate.c;src/tool_operate.h;src/tool_operhlp.c;src/tool_sdecls.h,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27775,curl:curl-7_73_0:CVE-2022-27775,2022-04-27T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27775;CVE-2022-27775,058f98dc3fe595f21dc26a5b9b1699e519ba5705,"conncache: include the zone id in the ""bundle"" hashkey",lib/conncache.c,lib/getinfo.c,1,lib/conncache.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27776,curl:curl-7_73_0:CVE-2022-27776,2022-04-27T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27776;CVE-2022-27776,6e659993952aa5f90f48864be84a1bbb047fc258,http: avoid auth/cookie on redirects same host diff port,lib/http.c,lib/formdata.c,2,lib/http.c;lib/urldata.h,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27782,curl:curl-7_73_0:CVE-2022-27782,2022-05-11T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27782;CVE-2022-27782,1645e9b44505abd5cbaf65da5282c3f33b5924a5,url: check SSH config match on connection reuse,lib/vssh/ssh.h,packages/vms/curlmsg.h,2,lib/url.c;lib/vssh/ssh.h,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-2379,curl:curl-8_6_0:CVE-2024-2379,2024-03-27T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-2379;CVE-2024-2379,aedbbdf18e689a5eee8dc39600914f5eda6c409c,vquic-tls: return appropirate errors on wolfSSL errors,lib/vquic/vquic-tls.c,lib/vquic/vquic.c,1,lib/vquic/vquic-tls.c,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-6197,curl:curl-8_6_0:CVE-2024-6197,2024-07-24T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-6197;CVE-2024-6197,3a537a4db9e65e545ec45b1b5d5575ee09a2569d,x509asn1: remove superfluous free(),lib/vtls/x509asn1.c,lib/vssh/wolfssh.c,1,lib/vtls/x509asn1.c,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-0725,curl:curl-8_6_0:CVE-2025-0725,2025-02-05T08:00:00+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CURL-CVE-2025-0725;CVE-2025-0725,76f83f0db23846e254d940ec7,content_encoding: drop support for zlib before 1.2.0.4,lib/content_encoding.c,lib/asyn-ares.c,1,lib/content_encoding.c,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-14819,curl:curl-8_6_0:CVE-2025-14819,2026-01-07T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-14819;CVE-2025-14819,cd046f6c93b39d673a58c18648d8906e954c4f5d,openssl: toggling CURLSSLOPT_NO_PARTIALCHAIN makes a different CA cache,lib/vtls/openssl.c,lib/vquic/curl_ngtcp2.c,1,lib/vtls/openssl.c,,
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,OSV-2025-657,curl:curl-8_6_0:OSV-2025-657,2025-08-20T00:12:09+00:00,osv_published,osv_range,OSV-2025-657,c294d0abc5b62b8068af391576be87b821d2ff8b,libssh2: fix sftp_statemachine busyloop when *block=true,lib/vssh/libssh2.c,lib/vtls/sectransp.c,1,lib/vssh/libssh2.c,,
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-11168,django-django:4.2.4:CVE-2024-11168,2024-12-03T08:50:11+00:00,fixed_commit_epoch,explicit_id,CVE-2024-11168,f663277a4c22ef96cbdebfd0ed76155b9d37b4f8,[4.2.x] Refs CVE-2024-11168 -- Updated vendored _urlsplit() to properly validate IPv6 and IPvFuture addresses.,django/utils/http.py,django/utils/functional.py,1,django/utils/http.py,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1348,git:v2.13.7:CVE-2019-1348,2020-01-24T22:15:19+00:00,osv_published,explicit_id+osv_range,CVE-2019-1348,68061e3470210703cb15594194718d35094afdc0,"fast-import: disallow ""feature export-marks"" by default",fast-import.c,revision.c,2,fast-import.c;transport-helper.c,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1352,git:v2.13.7:CVE-2019-1352,2019-12-05T14:36:50+00:00,fixed_commit_epoch,explicit_id,CVE-2019-1352,7c3745fc6185495d5765628b4dfe1bd2c25a2981,path: safeguard `.git` against NTFS Alternate Streams Accesses,path.c,daemon.c,1,path.c,,
git,v2.27.0,2020-06-01T06:03:57+00:00,CVE-2022-24765,git:v2.27.0:CVE-2022-24765,2022-04-12T00:00:00+00:00,osv_published,explicit_id+osv_range,CVE-2022-24765;GHSA-VW2C-22J4-2FH2,3b0bf2704980b1ed6018622bdf5377ec22289688,setup: tighten ownership checks post CVE-2022-24765,setup.c,pack-bitmap.c,1,setup.c,,
openssh,V_8_7_P1,2021-08-20T04:03:49+00:00,CVE-2021-41617,openssh:V_8_7_P1:CVE-2021-41617,2021-09-26T19:15:07+00:00,osv_published,osv_range,CVE-2021-41617,bf944e3794eff5413f2df1ef37cddf96918c6bde,initgroups needs grp.h,misc.c,sftp.c,1,misc.c,,
openssh,V_9_5_P1,2023-10-04T04:34:10+00:00,CVE-2025-32728,openssh:V_9_5_P1:CVE-2025-32728,2025-04-10T02:15:30+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2025-32728,fc86875e6acb36401dfc1dfb6b628a9d1460f367,upstream: Fix logic error in DisableForwarding option. This option,session.c,sshd.c,1,session.c,,
openssl,OpenSSL_1_1_1,2018-09-11T12:48:18+00:00,CVE-2019-1547,openssl:OpenSSL_1_1_1:CVE-2019-1547,2019-09-05T09:21:04+00:00,fixed_commit_epoch,explicit_id,CVE-2019-1547,b783beeadf6b80bc431e6f3230b5d5585c87ef87,"[crypto/ec] for ECC parameters with NULL or zero cofactor, compute it",crypto/ec/ec_lib.c,crypto/evp/e_aes_cbc_hmac_sha256.c,1,crypto/ec/ec_lib.c,,
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2021-23839,openssl:openssl-3.0.0-alpha10:CVE-2021-23839,2021-02-16T11:36:18+00:00,fixed_commit_epoch,explicit_id,CVE-2021-23839,d9461cbe87b91fec98c4ab99a6f47621390e4aa2,Fix the RSA_SSLV23_PADDING padding type,crypto/rsa/rsa_ssl.c,crypto/ec/ecx_s390x.c,1,crypto/rsa/rsa_ssl.c,,
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2021-23841,openssl:openssl-3.0.0-alpha10:CVE-2021-23841,2021-02-16T11:32:32+00:00,fixed_commit_epoch,explicit_id,CVE-2021-23841,8130d654d1de922ea224fa18ee3bc7262edc39c0,Fix Null pointer deref in X509_issuer_and_serial_hash(),crypto/x509/x509_cmp.c,crypto/x509/x_pubkey.c,1,crypto/x509/x509_cmp.c,,
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2021-4044,openssl:openssl-3.0.0-alpha10:CVE-2021-4044,2021-12-14T13:48:34+00:00,fixed_commit_epoch,explicit_id,CVE-2021-4044,6894e20b50c1204bfc990093b4e7ccd10f92865d,Fix infinite verification loops due to has_san_id,crypto/x509/x509_vfy.c,crypto/evp/e_aes.c,1,crypto/x509/x509_vfy.c,,
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-0778,openssl:openssl-3.0.0-alpha10:CVE-2022-0778,2022-03-15T13:15:12+00:00,fixed_commit_epoch,explicit_id,CVE-2022-0778,9eafb53614bf65797db25f467946e735e1b43dc9,Fix possible infinite loop in BN_mod_sqrt(),crypto/bn/bn_sqrt.c,crypto/rand/randfile.c,1,crypto/bn/bn_sqrt.c,,
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-29242,openssl:openssl-3.0.0-alpha10:CVE-2022-29242,2022-05-24T10:06:11+00:00,fixed_commit_epoch,explicit_id,CVE-2022-29242,2b5e89992e3ada1131beebb2a22722168b9389c2,Use safe pattern for buffer size determining in case of GOST key exchange,ssl/statem/statem_clnt.c,ssl/statem/statem_srvr.c,1,ssl/statem/statem_clnt.c,,
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-3358,openssl:openssl-3.0.0-alpha10:CVE-2022-3358,2022-10-11T15:15:10+00:00,osv_published,explicit_id+osv_range,CVE-2022-3358;GHSA-4F63-89W9-3JJV;RUSTSEC-2022-0059,25d47cccf203c3b71171e78865e48ea061a039a8,Fix usage of custom EVP_CIPHER objects,crypto/evp/digest.c,crypto/pem/pem_lib.c,2,crypto/evp/digest.c;crypto/evp/evp_enc.c,,
openssl,openssl-3.0.0-alpha10,2021-01-07T13:48:10+00:00,CVE-2022-3996,openssl:openssl-3.0.0-alpha10:CVE-2022-3996,2022-12-13T16:15:22+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CVE-2022-3996;GHSA-VR8J-HGMM-JH9R,4d0340a6d2f327700a059f0b8f954d6160f8eef5,x509: fix double locking problem,crypto/x509/pcy_map.c,crypto/rsa/rsa_x931.c,1,crypto/x509/pcy_map.c,,
sqlite,version-3.25.0,2018-09-15T04:01:47+00:00,CVE-2019-19924,sqlite:version-3.25.0:CVE-2019-19924,2019-12-24T16:15:11+00:00,nvd_published,nvd_ref,CVE-2019-19924,8654186b0236d556aa85528c2573ee0b6ab71be3,"When an error occurs while rewriting the parser tree for window functions in the sqlite3WindowRewrite() routine, make sure that pParse->nErr is set, and make sure that this shuts down any subsequent code generation that might depend on the transformations that were implemented.  This fixes a problem discovered by the Yongheng and Rui fuzzer.",src/vdbeaux.c,src/main.c,3,src/expr.c;src/vdbeaux.c;src/window.c,,
traefik-traefik,v2.0.2,2019-10-09T17:12:05+00:00,CVE-2020-15129,traefik-traefik:v2.0.2:CVE-2020-15129,2020-07-30T16:15:11+00:00,osv_published,osv_range,CVE-2020-15129;GHSA-6QQ8-5WQ3-86RP,e63db782c11c7b8bfce30be4c902e7ef8f9f33d2,fix: clean X-Forwarded-Prefix header for the dashboard.,pkg/api/dashboard.go,pkg/log/log_test.go,2,pkg/api/dashboard.go;pkg/api/dashboard_test.go,,
zlib,v1.2.12,2022-03-27T23:05:02+00:00,CVE-2022-37434,zlib:v1.2.12:CVE-2022-37434,2022-08-05T07:15:07+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CVE-2022-37434,eff308af425b67093bab25f80f1ae950166bece1,Fix a bug when getting a gzip header extra field with inflate().,inflate.c,crc32.c,1,inflate.c,,
zlib,v1.3,2023-08-18T08:45:36+00:00,CVE-2014-9485,zlib:v1.3:CVE-2014-9485,2024-01-17T23:08:08+00:00,fixed_commit_epoch,explicit_id,CVE-2014-9485,14a5f8f266c16c87ab6c086fc52b770b27701e01,Neutralize zip file traversal attacks in miniunz.,contrib/minizip/miniunz.c,contrib/blast/blast.c,1,contrib/minizip/miniunz.c,,
