repo,snapshot_tag,snapshot_commit,advisory_id,fixed_commit,file_path,published_at,severity_label,source_family,mapping_basis,review_decision,reviewer,notes
jq,,,OSV-2024-330,a8ce2ff09af51b39be0d76091e6117caccd1b5c0,src/jv_aux.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
jq,,,GHSA-GF4G-95WJ-4Q4R,cec6b0f34603edc5cd12db1f63dacdf547b4bb4a,src/jq_test.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
jq,,,OSV-2025-363,dd4cec664cd2a45921189fab2a938a4966191a31,src/execute.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
jq,,,CVE-2025-48060,df95871dd7415627bda6d70ce0569d0a4fbc22c6,src/compile.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
jq,,,OSV-2024-330,fa3733cc4c001106847d2591f00abd401ce3e940,src/decNumber/decNumberLocal.h,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2016-5131,041789d9ec5a0f592e200bcb7313d88ff14707e4,HTMLparser.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2022-40304,08a6a0848e3f440aa946fa8a6135d42339fedc61,catalog.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-3281,0a890066aefe4f28af086a77bd5de000ecc1ac74,include/libxml/xmlerror.h,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2025-6170,0bac84b1bd6172000eb0e5d3543457f6eb6ef109,schematron.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2023-29469,0bef170486223f5da754b2104773cc332a079ada,c14n.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2014-0191,0c56eb8215bea9e8e4aa934e45c677e6e132cf68,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2017-9049,1a865567d4910a4d4a0ea476aadc15d3e8ec9d27,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2018-14567,1aabc9db40dc5ec1f8f22c09e74c63dda53f7ed6,buf.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2025-32415,1e1731a43d2950b6717a5bc0d3bb6efe03595c47,valid.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2015-8035,1e6b17b8348f9b8d485febaf410d2c419d254924,testparser.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2017-9048,250faf3c832d998baa559ca1a1c61935235aba20,SAX2.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2017-9050,276652006218c281527b30ae56d00af4f80f7304,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2015-7500,2e55fbdebab606a5b326baa6661dba5acbbbed7d,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2024-34459,31844c74df39c3b88735ef884c33c41da9d52795,xmlschemas.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2025-49795,359083591e997470f34501b48c7e78b09f6090b1,testparser.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2017-16931,3a95572408151b5dfd9049e8b13871a941e2a7f7,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2025-32414,3ab040c203afa8de1e8ac3561f65e93da7ed5912,python/libxml.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-4225,44947afba0ded433c6f4ffc10ee646c4b267f2b7,xpath.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2022-40303,49b54d7e2b0a3845d7affbf46be0fc0f1abf58f8,parser.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2015-8242,4c6922f763ad958c48ff66f82823ae21f2e92ee6,xmlschemas.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2025-24928,4fec0889e0cd406710f96f97a566495cb8178f3b,parserInternals.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2024-56171,577e2516d0ed3669c7e9879ba9f04214658bfd1b,valid.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-3281,57b92cabd2f3018212ddc1475df66e9f9cf643c3,catalog.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2016-3705,58d7a3b72516b1b16f5d72335112c9d661ede7d8,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2015-1819,5bd6b44d139758652a259ee8cead6d8c61692fe3,include/libxml/xmlerror.h,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2023-28484,64b76f8163d3608f9881b4de23dcc06530ba9323,xmllint.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2017-16931,6e1e22dc5f9f53fa8585b856662825d673938965,pattern.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-4226,6f9604f0e3e52e96881ab3b662f35fbe04cd49ac,xpath.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2025-7425,702f2e463c1a81fb664eb9b4db1b78292d451fb9,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2025-49794,75693281389aab047b424d46df944b35ab4a3263,pattern.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2017-16932,7c5daa376343738a4bd85474386c976d3839f114,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2022-29824,7d97290a0e93bf78b8e5b9dc390c27a82f0443de,testparser.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2024-40896,8318b5a63465f5805cf3e9ebad794f4db40b5aae,parser.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2009-2414,8583b9f1cdb966315b3caae328f5d9f2c8b65292,xpath.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-3281,85bc313e7996c06d52b6f6f5c6a467ff3a148e75,xpath.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2025-49796,873c17116598cfc8fc2eb3a6fe7b9ac43306cc53,c14n.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2016-4658,8c5e54d5bd042e7ac7ffd257f724477c332c535b,c14n.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2018-9251,936e3d529a6fc17d552f4b6544ba8e51646069df,testparser.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2022-23308,97086fd76b21fee6e41c13921c450411442d9da6,xmlIO.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-3281,98194640b80a8d04b5af22b077ffd8368a9568cf,xmlwriter.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2017-9049,a846719b9cd548d3e7e09475e3f33d8ef4101412,pattern.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2015-7497,aef1ff4372e080f9287209a4cdc8d13a275fccaa,xmlstring.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2021-3541,afc7e3a7f41e2e29ac36d4d7cbd0c0755558fa5d,parser.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2018-14404,b45927095e0c857b68a96466e3075d60a6a5dd9e,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2015-1819,b55ee729dea1122a1f2942b83f7f3b21116f873b,testparser.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2022-29824,bc7740b3c30e1517dcf53a084766c74d25db222f,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2009-2416,bd6fa2c1d5c163ab94edaf2e62d18cdfee33f913,xpath.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-3281,c537ccf0aea640e625abce653d5890afc934b340,include/libxml/xmlexports.h,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-4225,c6167cf3b9acf4b050e0b73c30019ab60d8e3393,xmllint.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-4225,ca6a8cf94672e6f3c48c08d6af2201599788fc17,runtest.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2017-5969,cb4334b7abf265f55d1a41f435fedd67494eeb18,SAX2.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2024-25062,cdfb54ff7ba3e881afbef10f90a56beaf3063034,encoding.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-4226,d936c4503c7429967586376c68964ce928b94859,xmllint.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2014-3660,dd4c0f62fa1fd9650aae6b718dd9964a4ffa69b9,tree.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2017-9050,f0a703dac85ad9398f208d3237ca19c483368834,dict.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2016-5131,f879a0177b9f2c5f85b0bb6d30385e36c2f6e281,c14n.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2025-7425,fc256953d29698ba5918c32d14fc69ea69d7e64e,HTMLparser.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2008-4226,fc72e0833a4e5724aef604e2fd9adb1014cb4844,encoding.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,,,CVE-2015-1819,fe7f835f32757632edff0052d74063e97229d2c4,xmlschemastypes.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,,,CVE-2009-3555,10bda6e11b91fe67c4489ab5e0347355fa6091cb,src/event/ngx_event_quic.h,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,,,CVE-2014-3616,41d8ea8c8d268555d3cbd8dd2ab32dcc06658209,src/stream/ngx_stream_variables.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,,,CVE-2017-20005,53bea399a006054350e9068b3a23f3dea89b1c0e,src/core/ngx_times.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,,,CVE-2014-3616,6299f5e9149483251bbbcc8ad26cf29b6109e75c,src/http/modules/ngx_http_log_module.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,,,CVE-2014-3616,63572fce5577dd5ec68bb1204d20cdb946cd6418,src/event/ngx_event_openssl.h,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,ambiguous,initial_curation,"Commit message is not explicitly security-labelled, but it contains security-adjacent terms."
nginx,,,CVE-2014-3616,7250a7688da4ee9ad1a88fd1489bbb19ec2020ce,src/event/ngx_event_quic.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,,,CVE-2014-3616,b32cb6b61079d2eff69c89e0e718a79258507717,src/mail/ngx_mail_proxy_module.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,,,CVE-2010-4180,f5036584840df54c066af8452fcc75b6af7ded97,src/event/ngx_event_quic.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,,,CVE-2009-3555,f540602ad217bce65d311546337200e915cf2676,src/event/ngx_event_quic.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2006-0225,07f2c7f34951c04d2cd796ac6c80e47c56c4969e,sftp-client.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2015-6563,0f5d19e6fe4b58a89e6dc8c71a2aae30365d193e,loginrec.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2006-0225,10dce8ff68ef615362cfcab0c0cc33ce524e7682,readpass.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2021-28041,14beca57ac92d62830c42444c26ba861812dc837,packet.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2024-7594,1c1124dc901fca1ea2cb762044b8f1a5793a2bed,readconf.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2024-7594,1ff38f34b4c4545eb28106629cafa1e0496bc726,auth-pam.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2022-42703,23490a6c970ea1d03581a3b4208f2eb7a675f453,ssh-pkcs11.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2020-29368,2519110659a1efac6c976895a86659d1b341c91b,match.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2006-0225,29fb6f6d46b67770084b4f12bcf8a01bd535041b,nchan.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,ambiguous,initial_curation,"Commit message is not explicitly security-labelled, but it contains security-adjacent terms."
openssh,,,CVE-2025-32728,31f1ee54968ad84eb32375e4412e0318766b586b,ssh.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2024-7594,416287d45fcde0a8e66eee8b99aa73bd58607588,monitor_wrap.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2023-51384,58c819096a2167983e55ae686486ce317b69b2d1,clientloop.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2024-7594,599f01142a376645b15cbc9349d7e8975e1cf245,myproposal.h,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2016-8858,5ef4b0fdcc7a239577a754829b50022b91ab4712,auth-pam.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2016-6210,5f25afe5216ba7f8921e04f79aa4ca0624eca820,auth-options.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2021-41617,67b7c784769c74fd4d6b147d91e17e1ac1a8a96d,auth.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2018-20685,6c2039286f503e2012a58a1d109e389016e7a99b,ssh-agent.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2024-7594,6c31ba10e97b6953c4f325f526f3e846dfea647a,sshconnect2.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2020-29374,7a7fdca78de4b4774950be056099e579ef595414,ssh-pkcs11.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,ambiguous,initial_curation,"Commit message is not explicitly security-labelled, but it contains security-adjacent terms."
openssh,,,CVE-2024-7594,7d25b37fb2a5ff4dadabcbdac6087a97479434f5,ssh-sk.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2015-6563,803e22eabd3ba75485eedd8b7b44d6ace79f2052,kex.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2016-6210,945bf52c3c815d95b1e842ebf6c910c3524bd5bb,openbsd-compat/bsd-openpty.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2024-7594,97370f6c2c3b825f8c577b7e6c00b1a98d30a6cf,ssh-pkcs11.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2023-25136,a393759f9693a08a7fba18d4824b74f2dda1fe3d,loginrec.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,,,CVE-2024-7594,ad38ec5f1b6768944d64ed7709da8706538b5509,misc-agent.c,,NON_SECURITY_BUGFIX,ordinary_bugfix,strict_bugfix_screen,accept,initial_curation,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
