repo,security_commit,security_parent,security_event_id,security_ids,security_ground_truth_policy,security_ground_truth_source,security_epoch,security_file,security_suffix,security_size_bytes,security_loc,security_composite,security_ci_gzip,security_entropy,security_cc_density,security_halstead,bugfix_commit,bugfix_parent,bugfix_subject,bugfix_epoch,bugfix_file,bugfix_suffix,bugfix_size_bytes,bugfix_loc,bugfix_composite,bugfix_ci_gzip,bugfix_entropy,bugfix_cc_density,bugfix_halstead,loc_ratio,delta_composite,delta_ci_gzip,delta_entropy,delta_cc_density,delta_halstead
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/vtls/mesalink.c,.c,20066.0,561.0,0.32119923616223167,0.26512508721219974,0.7433457123252207,0.17825311942959002,0.0,09526fc9e9639707f18badb0d739eae9dc361d08,f0068267ee032da213e57debca8cf5aa6ab67684,Fix icc 9.0 compiler warning: external definition with no prior declaration,1258401732,ares/adig.c,.c,20073,628,0.30955567811403867,0.2453544562347432,0.7341553272700951,0.16401273885350318,0.011894107272350674,0.893312101910828,0.011643558048193003,0.019770630977456544,0.009190385055125594,0.014240380576086842,-0.011894107272350674
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/vtls/mbedtls.c,.c,33419.0,882.0,0.3070436918293634,0.2369610102037763,0.714573622596901,0.15192743764172337,0.06724253419714951,87428e07ca17a99fb2409ec39213b7badbe967ea,01fb0d8497af5465b4213fb5a6eddeab351ba8ec,fix compiler warning,1267148841,lib/cookie.c,.c,33374,888,0.29848207390898646,0.29681788218373584,0.6745983781352966,0.11824324324324324,0.0,0.9932432432432432,0.008561617920376963,-0.059856871979959536,0.0399752444616045,0.033684194398480125,0.06724253419714951
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/vtls/wolfssl.c,.c,35830.0,945.0,0.3271419643886697,0.26622941668992467,0.7309099066180398,0.17989417989417988,0.06036263449861927,da6c15163beade8a35aeb94813f2bf8de33bc271,9818bf7026068c0715700eacd3a81b72082f0b71,"based on a report by Jim Meyering, I went over and added checks for return codes for all calls to malloc and strdup that were missing. I also changed a few malloc(13) to use arrays on the stack and a few malloc(PATH_MAX) to instead use aprintf() to lower memory use. I also fixed a memory leak in Curl_nss_connect() when CURLOPT_ISSUERCERT is in use.",1226792590,lib/nss.c,.c,35602,1060,0.32399416415784027,0.2812763327902927,0.7102617798513661,0.1490566037735849,0.0912889336229961,0.8915094339622641,0.003147800230829445,-0.015046916100368013,0.020648126766673713,0.030837576120594984,-0.030926299124376833
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/vtls/vtls.c,.c,38326.0,1116.0,0.3035337972633833,0.25893649219850756,0.7186656165947094,0.12455197132616487,0.03487281542310772,51756641741eea581e654d2d2ae136bca8869e52,a579d6706436615845f57692921e0891fb6e3719,fix warning,1224107089,lib/telnet.c,.c,38326,1217,0.3109648984476834,0.22332098314460158,0.7172832128448333,0.19967132292522596,0.042206476617281295,0.9170090386195563,-0.007431101184300071,0.03561550905390598,0.0013824037498760822,-0.0751193515990611,-0.007333661194173578
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/vtls/gskit.c,.c,40157.0,1088.0,0.32155558846205257,0.23002216301018502,0.7162668805278894,0.21875,0.06688849842662474,6d013b0aabb89822c5af64dd296c283cece23552,bcc29cda8e1e57a29cffb18768d7ed3810b61907,Fixed compiler warning in Windows SSPI case,1303793917,lib/http_ntlm.c,.c,40134,1064,0.3002311144351465,0.25115861862759753,0.7118605685540571,0.1137218045112782,0.06147098441152075,1.0225563909774436,0.02132447402690607,-0.02113645561741251,0.004406311973832344,0.1050281954887218,0.005417514015103993
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/vtls/gtls.c,.c,51572.0,1361.0,0.31953139414792475,0.2457147289226712,0.7167023946336819,0.17266715650257164,0.09971794809376214,9caa7bc930c9e611fa6cf5338f9db4b8838adccf,fc8ad0b23c9fd922ebdb89348d467df037da1775,cookies: fp is always not NULL,1675234626,lib/cookie.c,.c,51397,1462,0.2948832121283843,0.2926046267291865,0.7099825321413926,0.07934336525307797,0.0,0.9309165526675787,0.024648182019540443,-0.04688989780651531,0.006719862492289286,0.09332379124949367,0.09971794809376214
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/vtls/nss.c,.c,75548.0,1929.0,0.32693506576758075,0.2565653624185948,0.6936623890770005,0.17366511145671332,0.16724253419714952,2a02c07a152ecc0d081e7f1a2c94dd8dc47ff7cf,212d8c8f652ee4c88b3f4dc6f73f70eabc3a5a71,Fixed compilation when RTSP is disabled,1304714939,lib/transfer.c,.c,75912,1814,0.34261458120134847,0.29654073137316894,0.7028650368512417,0.21444321940463065,0.09801395776391572,1.0633958103638368,-0.01567951543376772,-0.03997536895457415,-0.00920264777424118,-0.040778107947917336,0.0692285764332338
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/vtls/schannel.c,.c,83200.0,2005.0,0.3134535251617451,0.2296153846153846,0.7022843864408673,0.1685785536159601,0.13196721209469953,8b5102ca835d73d5cc633f1e7b8d05b3a8082f61,1048043963d5487ed4d70f426a85aff07c2ee5f1,- Andre Guibert de Bruet pointed out a missing return code check for a   strdup() that could lead to segfault if it returned NULL. I extended his   suggest patch to now have Curl_retry_request() return a regular return code   and better check that.,1250856096,lib/multi.c,.c,83172,1842,0.3132238146567725,0.24943490597797335,0.7055974669892608,0.1758957654723127,0.07313190310250643,1.0884907709011944,0.00022971050497255785,-0.019819521362588743,-0.003313080548393521,-0.00731721185635259,0.058835308992193094
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/multi.c,.c,108023.0,2738.0,0.32656626049716453,0.25431621043666625,0.6930224396517052,0.19247626004382762,0.14676055500829968,be538e07667e1ba880b7201014be706851428d40,be79d83b0099ee8dcad7ccf9e60ec75ab827e892,"ssh: make CURLOPT_SSH_PUBLIC_KEYFILE treat """" as NULL",1452850474,lib/ssh.c,.c,107516,2749,0.29575364272319343,0.20682503069310615,0.673664751379099,0.1560567479083303,0.14093909361377027,0.9959985449254274,0.030812617773971096,0.0474911797435601,0.0193576882726062,0.03641951213549732,0.005821461394529409
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/vtls/sectransp.c,.c,126803.0,2988.0,0.3160432521296702,0.2161778506817662,0.6912734068554459,0.17938420348058903,0.18423503434138072,a06b36dee05e89c2886f6a77a007087382d42e0e,18e1bee8d55087681fc3d9ffba58ffedbf58ee6e,- Andre Guibert de Bruet fixed a NULL pointer use in an infof() call if a   strdup() call failed.,1238588137,lib/ftp.c,.c,126692,3254,0.3099327069530764,0.2589587345688757,0.6666555902002925,0.16349108789182545,0.12502984179063326,0.9182544560540873,0.006110545176593818,-0.04278088388710949,0.02461781665515339,0.01589311558876358,0.059205192550747465
curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,39ce47f219b09c380b81f89fe54ac586c8db6bde,CVE-2021-22901,CVE-2021-22901,strict_nvd_event,nvd_ref,1621854910,lib/vtls/openssl.c,.c,138498.0,3758.0,0.3368915012975005,0.2620976476194602,0.6811000448378377,0.19850984566258648,0.21446582428318822,15401fa886b707ae2a42b95fa6cf313685306492,2591a491aa7cc736dc1751b7b1a4502eac5edf9e,CURLU: fix NULL dereference when used over proxy,1551713048,lib/url.c,.c,138749,3490,0.3166442256005603,0.2525928114797224,0.640875884938395,0.1839541547277937,0.19008668079807478,1.0767908309455587,0.02024727569694018,0.009504836139737793,0.040224159899442724,0.014555690934792781,0.02437914348511344
curl,76f83f0db23846e254d940ec7,1213c312722f93b7856d20c3d1a13ef39b9b214f,CVE-2025-0725,CVE-2025-0725,strict_nvd_event,nvd_ref,1737723863,lib/content_encoding.c,.c,31876.0,876.0,0.3254539516843967,0.25875266658300916,0.7281481652155237,0.20662100456621005,0.026678654069490194,e7e37a246a2ebd55b8b507e5a3d27744feff6203,78b284014bf32235722c63deb597cfb9f6a9366d,fixed compiler warnings,1270234955,lib/smtp.c,.c,31861,851,0.2853885510052178,0.2457549982737516,0.6960751919948739,0.10810810810810811,0.00821490413538708,1.0293772032902468,0.04006540067917891,0.012997668309257554,0.032072973220649836,0.09851289645810193,0.018463749934103116
git,34fa79a6cde56d6d428ab0d3160cb094ebad3305,4c9ac3bfaad9e32a7a98178d1f01779a3698144f,CVE-2016-2315,CVE-2016-2315,strict_nvd_event,nvd_ref,1444068485,compat/nedmalloc/nedmalloc.c,.c,25457.0,895.0,0.33093483195092155,0.30341359940291474,0.7058946163776224,0.18659217877094972,0.02854022188622487,4d01a7fa65c50e817a935396432e199b7a565f53,719920393737b3934a168f35ab45e09104edeed8,"pack-bitmap[-write]: use `object_array_clear()`, don't leak",1506215168,pack-bitmap.c,.c,25490,808,0.32125886662986036,0.2750098077677521,0.7400899657122909,0.15099009900990099,0.031288295528435484,1.1076732673267327,0.009675965321061186,0.028403791635162656,-0.0341953493346685,0.03560207976104873,-0.0027480736422106147
git,34fa79a6cde56d6d428ab0d3160cb094ebad3305,4c9ac3bfaad9e32a7a98178d1f01779a3698144f,CVE-2016-2315,CVE-2016-2315,strict_nvd_event,nvd_ref,1444068485,fast-import.c,.c,90208.0,2993.0,0.32222321533629866,0.2568840901028734,0.6731005903163668,0.18843969261610424,0.1449148645375436,c7ab0ba3405dc6bc8ade1296ef070a5a89660e76,6f687c21c07bfb83a63049640cba5fb82c174198,avoid sprintf and strcpy with flex arrays,1444068485,fast-import.c,.c,90156,2991,0.32220448021400383,0.25681041749855804,0.6731119248695363,0.18856569709127383,0.14470832262096528,1.000668672684721,1.8735122294832873e-05,7.367260431534461e-05,-1.1334553169484174e-05,-0.00012600447516958324,0.00020654191657831777
git,34fa79a6cde56d6d428ab0d3160cb094ebad3305,4c9ac3bfaad9e32a7a98178d1f01779a3698144f,CVE-2016-2315,CVE-2016-2315,strict_nvd_event,nvd_ref,1444068485,revision.c,.c,94414.0,2915.0,0.33202060940741335,0.2584786154595717,0.6591707966727259,0.2346483704974271,0.15410966153495237,d76260e60a5c0379ca21a26bbded6d6426ae878f,e77b3da6bb60e9af5963c9e42442afe53af1780b,submodule--helper: fix trivial get_default_remote_submodule() leak,1662135492,builtin/submodule--helper.c,.c,94330,2758,0.3105498135903033,0.2388741651648468,0.6803482315934622,0.16678752719361856,0.13685064615076925,1.0569253081943437,0.021470795817110033,0.01960445029472488,-0.021177434920736316,0.06786084330380854,0.01725901538418312
git,de1e67d0703894cb6ea782e36abb63976ab07e60,bd64516aca4d4e22acb33c71429d293a14d355cf,CVE-2016-2324,CVE-2016-2324,strict_nvd_event,nvd_ref,1455310277,reachable.c,.c,4945.0,165.0,0.36996962495577124,0.3646107178968655,0.8208546924878518,0.14545454545454545,0.0,39ea59a2570547166834ceeff9ae0c0c05748f35,353d84c537485500989b190c5af93ad224264e2c,remove unnecessary NULL check before free(3),1476124661,parse-options-cb.c,.c,4967,187,0.35593199827836863,0.31125427823636,0.7941432866353897,0.1925133689839572,0.0,0.8823529411764706,0.014037626677402604,0.05335643966050552,0.026711405852462122,-0.047058823529411764,0.0
git,de1e67d0703894cb6ea782e36abb63976ab07e60,bd64516aca4d4e22acb33c71429d293a14d355cf,CVE-2016-2324,CVE-2016-2324,strict_nvd_event,nvd_ref,1455310277,list-objects.c,.c,6067.0,209.0,0.35983705041425984,0.3337728696225482,0.7928632432881186,0.18181818181818182,0.0,0d0ff65cea5424a202510fa4e28a461d36032276,040a655116c9755bbf30acd22c34eecb2f502c6d,builtin/mv.c: plug miniscule memory leak,1317934472,builtin/mv.c,.c,6143,197,0.3881313370346745,0.36578219111183463,0.7872309117876919,0.25380710659898476,0.0,1.0609137055837563,-0.028294286620414666,-0.032009321489286424,0.005632331500426746,-0.07198892478080293,0.0
git,de1e67d0703894cb6ea782e36abb63976ab07e60,bd64516aca4d4e22acb33c71429d293a14d355cf,CVE-2016-2324,CVE-2016-2324,strict_nvd_event,nvd_ref,1455310277,revision.h,.h,7962.0,239.0,0.30701130505457513,0.3426274805325295,0.7425654413580048,0.0041841004184100415,0.005528243550118894,f9a2743c3529baab6de650aa3e3eb96de9386fec,eee49b6ce4b7b3fed28794676c67ad3609f658ac,Windows: start_command: Support non-NULL dir in struct child_process,1271018926,compat/mingw.h,.h,7937,252,0.3252164683322843,0.362353534080887,0.7521067251711878,0.031746031746031744,0.023840473932507857,0.9484126984126984,-0.018205163277709158,-0.01972605354835749,-0.009541283813182977,-0.027561931327621702,-0.018312230382388963
git,de1e67d0703894cb6ea782e36abb63976ab07e60,bd64516aca4d4e22acb33c71429d293a14d355cf,CVE-2016-2324,CVE-2016-2324,strict_nvd_event,nvd_ref,1455310277,builtin/rev-list.c,.c,10454.0,359.0,0.3544701895786139,0.31949493017026975,0.7521213514492734,0.22284122562674094,0.0,d32de66a07c600c14f70e6d435f8f9c496b0d625,2e11f58fa6a0c904d9b00e51cfb2d8a3ee77b360,submodule_uses_worktrees(): plug memory leak,1494213500,worktree.c,.c,10420,359,0.3353184107993419,0.29385796545105564,0.7558093639115859,0.17827298050139276,0.0,1.0,0.019151778779272044,0.025636964719214117,-0.00368801246231254,0.04456824512534818,0.0
git,de1e67d0703894cb6ea782e36abb63976ab07e60,bd64516aca4d4e22acb33c71429d293a14d355cf,CVE-2016-2324,CVE-2016-2324,strict_nvd_event,nvd_ref,1455310277,pack-bitmap-write.c,.c,12640.0,421.0,0.3303963026471126,0.2951740506329114,0.7674971817842171,0.14726840855106887,0.0,488bdf2ebe6e99fb30ad958a710b0b3f737b4d0f,907a0b1e04ea31cb368e9422df93d8ebb0187914,Fix crasher on encountering SHA1-like non-note in notes tree,1259863835,notes.c,.c,12671,363,0.34894272768687284,0.31418199037171496,0.7871944624554433,0.1763085399449036,0.0,1.159779614325069,-0.018546425039760228,-0.019007939738803548,-0.019697280671226225,-0.02904013139383471,0.0
git,de1e67d0703894cb6ea782e36abb63976ab07e60,bd64516aca4d4e22acb33c71429d293a14d355cf,CVE-2016-2324,CVE-2016-2324,strict_nvd_event,nvd_ref,1455310277,pack-bitmap.c,.c,25612.0,813.0,0.3214928067445363,0.2757301265032016,0.7399081157273838,0.15006150061500614,0.03309168781146177,fc5c40bb2bb1921f3bdfa55c1d846dc080c356b2,24d707f636f01d41f708a010f255dd46a8fce08c,bisect: fix memory leak in `find_bisection()`,1509930929,bisect.c,.c,25654,843,0.3364003749234045,0.31648086068449366,0.7430023086754969,0.1553973902728351,0.025738784269265125,0.9644128113879004,-0.014907568178868236,-0.04075073418129205,-0.0030941929481130837,-0.005335889657828968,0.007352903542196643
git,de1e67d0703894cb6ea782e36abb63976ab07e60,bd64516aca4d4e22acb33c71429d293a14d355cf,CVE-2016-2324,CVE-2016-2324,strict_nvd_event,nvd_ref,1455310277,builtin/pack-objects.c,.c,73797.0,2371.0,0.34070980836125747,0.28072956895266743,0.6979364830104386,0.2070856178827499,0.139231742277876,d70f554cdf38b0b05cfaa8e8eb9f80d54a5ae11c,da09e7af68247519e2b19fc8dff113896c39ac3c,commit-graph: retain commit slab when closing NULL commit_graph,1704472526,commit-graph.c,.c,74052,2221,0.3029907486675195,0.2224382866094096,0.66668201601922,0.16884286357496622,0.13706874068072175,1.0675371454299865,0.037719059693737955,0.05829128234325784,0.0312544669912187,0.03824275430778368,0.0021630015971542405
git,de1e67d0703894cb6ea782e36abb63976ab07e60,bd64516aca4d4e22acb33c71429d293a14d355cf,CVE-2016-2324,CVE-2016-2324,strict_nvd_event,nvd_ref,1455310277,revision.c,.c,93110.0,2855.0,0.33199839737623466,0.2586295779185909,0.6596829642028991,0.23502626970227672,0.1521600439723727,a2678df335f3404bc5d96683fa36b8cfab7946b0,24358560c3c0ab51c9ef8178d99f46711716f6c0,revision.c: fix possible null pointer arithmetic,1449520322,revision.c,.c,93975,2903,0.3320832691944081,0.25857940941739826,0.6591815867825802,0.23561832586978987,0.1527477006060396,0.9834653806407165,-8.487181817345979e-05,5.016850119266003e-05,0.0005013774203188603,-0.0005920561675131497,-0.0005876566336668887
git,a124133e1e6ab5c7a9fef6d0e6bcb084e3455b46,e43aab778c72250e11eb00e31dc6be90072a1637,CVE-2018-17456,CVE-2018-17456,strict_nvd_event,nvd_ref,1538073686,fsck.c,.c,28155.0,922.0,0.3383980770343228,0.2630083466524596,0.7111067840649469,0.2440347071583514,0.06829945836816834,47cc91310a81ca606e6bebcccf168bc1cb297d8e,431acd2de89ad5ec0a3e6ae6141e699c4a824ae1,fsck: avoid looking at NULL blob->object,1528739766,fsck.c,.c,28155,922,0.3383980770343228,0.2630083466524596,0.7111067840649469,0.2440347071583514,0.06829945836816834,1.0,0.0,0.0,0.0,0.0,0.0
git,9a6bbee8006c24b46a85d29e7b38cfa79e9ab21b,a5ab8d03173458b76b8452efd90a7173f490c132,CVE-2020-5260,CVE-2020-5260,strict_nvd_event,nvd_ref,1583996116,credential.c,.c,7966.0,307.0,0.32610513561485666,0.31044438865177004,0.7650599101521425,0.10749185667752444,0.0,422a82f21370fe38b3e926a83b460bf2b1dd13ab,01ae841ccf3aa5d5331a4e6aed6122fee6617740,"Fix severe breakage in ""git-apply --whitespace=fix""",1248510560,ws.c,.c,8102,293,0.3658960549287272,0.3125154282893113,0.7767284341660942,0.2525597269624573,0.0,1.0477815699658704,-0.03979091931387052,-0.0020710396375412388,-0.011668524013951687,-0.1450678702849329,0.0
git,c44088ecc4b0722636e0a305f9608d3047197282,fe29a9b7b0236d3d45c254965580d6aff7fa8504,CVE-2020-11008,CVE-2020-11008,strict_nvd_event,nvd_ref,1587337858,credential.c,.c,9135.0,340.0,0.325961710738064,0.30388615216201426,0.758810406921905,0.12352941176470589,0.0,791303284cb3ede61729e33112d6923df406161f,be961c292f1d36097afa1690df68cf90f655c855,tree-diff: allow diff_tree_sha1 to accept NULL sha1,1391626094,tree-diff.c,.c,9212,278,0.34875518722693594,0.3318497611810682,0.7695227278716851,0.16546762589928057,0.0,1.223021582733813,-0.022793476488871922,-0.027963609019053925,-0.01071232094978003,-0.041938214134574686,0.0
git,c44088ecc4b0722636e0a305f9608d3047197282,fe29a9b7b0236d3d45c254965580d6aff7fa8504,CVE-2020-11008,CVE-2020-11008,strict_nvd_event,nvd_ref,1587337858,fsck.c,.c,32135.0,1042.0,0.339466931076364,0.2652559514548001,0.7099060086400788,0.24088291746641075,0.07780771295353581,d7fa500fb598d725bda3427535e87f06caf93ee8,a6ca8c62467570d5d227eba4f2b838ce4b9940e8,Fix __stdcall placement and function prototype,1253329242,compat/mingw.c,.c,32139,1084,0.36683147013111617,0.31992283518466663,0.6961682251357181,0.26476014760147604,0.11996723448363636,0.9612546125461254,-0.02736453905475217,-0.054666883729866556,0.013737783504360723,-0.02387723013506529,-0.04215952153010055
