repo,snapshot_tag,snapshot_date,event_id,event_observation_id,event_published,event_date_source,ground_truth_source,ground_truth_aliases,fixed_commit,commit_subject,case_file,control_file,changed_source_files_count,changed_source_files_sample,review_decision,review_notes,source_family,changed_source_files_full,changed_source_files_review_count,case_file_in_changed_files,multi_file_fix,commit_message_full,commit_mentions_event_id,message_has_security_signal,source_has_explicit_id,source_has_nvd_ref,source_has_osv_ref,source_has_osv_range,event_commit_review,file_review,overall_review
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2016-8617,curl:curl-7_50_0:CVE-2016-8617,2016-11-02T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2016-8617;CVE-2016-8617,efd24d57426bd77c9b5860e6b297904703750412,base64: check for integer overflow on large input,lib/base64.c,src/tool_cb_dbg.c,1,lib/base64.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/base64.c,1,1,0,"base64: check for integer overflow on large input

CVE-2016-8617

Bug: https://curl.haxx.se/docs/adv_20161102C.html
Reported-by: Cure53",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2016-8618,curl:curl-7_50_0:CVE-2016-8618,2016-11-02T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2016-8618;CVE-2016-8618,8732ec40db652c53fa58cd13e2acb8eab6e40874,aprintf: detect wrap-around when growing allocation,lib/mprintf.c,lib/smb.c,1,lib/mprintf.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/mprintf.c,1,1,0,"aprintf: detect wrap-around when growing allocation

On 32bit systems we could otherwise wrap around after 2GB and allocate 0
bytes and crash.

CVE-2016-8618

Bug: https://curl.haxx.se/docs/adv_20161102D.html
Reported-by: Cure53",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2016-8619,curl:curl-7_50_0:CVE-2016-8619,2016-11-02T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2016-8619;CVE-2016-8619,3d6460edeee21d7d790ec570d0887bed1f4366dd,krb5: avoid realloc(0),lib/security.c,lib/select.c,1,lib/security.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/security.c,1,1,0,"krb5: avoid realloc(0)

If the requested size is zero, bail out with error instead of doing a
realloc() that would cause a double-free: realloc(0) acts as a free()
and then there's a second free in the cleanup path.

CVE-2016-8619

Bug: https://curl.haxx.se/docs/adv_20161102E.html
Reported-by: Cure53",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2016-8622,curl:curl-7_50_0:CVE-2016-8622,2016-11-02T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2016-8622;CVE-2016-8622,53e71e47d6b81650d26ec33a58d0dca24c7ffb2c,unescape: avoid integer overflow,lib/dict.c,src/tool_main.c,2,lib/dict.c;lib/escape.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/dict.c;lib/escape.c,2,1,1,"unescape: avoid integer overflow

CVE-2016-8622

Bug: https://curl.haxx.se/docs/adv_20161102H.html
Reported-by: Cure53",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2016-8623,curl:curl-7_50_0:CVE-2016-8623,2016-11-02T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2016-8623;CVE-2016-8623,c5be3d7267c725dbd093ff3a883e07ee8cf2a1d5,cookies: getlist() now holds deep copies of all cookies,lib/cookie.h,projects/wolfssl_options.h,3,lib/cookie.c;lib/cookie.h;lib/http.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/cookie.c;lib/cookie.h;lib/http.c,3,1,1,"cookies: getlist() now holds deep copies of all cookies

Previously it only held references to them, which was reckless as the
thread lock was released so the cookies could get modified by other
handles that share the same cookie jar over the share interface.

CVE-2016-8623

Bug: https://curl.haxx.se/docs/adv_20161102I.html
Reported-by: Cure53",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2016-9952,curl:curl-7_50_0:CVE-2016-9952,2016-12-21T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2016-9952;CVE-2016-9952,0354eed41085baa5ba8777019ebf5e9ef32c001d,schannel: fix wildcard cert name validation on Win CE,lib/hostcheck.c,src/tool_cfgable.c,2,lib/hostcheck.c;lib/vtls/schannel.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/hostcheck.c;lib/vtls/schannel.c,2,1,1,"schannel: fix wildcard cert name validation on Win CE

Fixes a few issues in manual wildcard cert name validation in
schannel support code for Win32 CE:
- when comparing the wildcard name to the hostname, the wildcard
  character was removed from the cert name and the hostname
  was checked to see if it ended with the modified cert name.
  This allowed cert names like *.com to match the connection
  hostname. This violates recommendations from RFC 6125.
- when the wildcard name in the certificate is longer than the
  connection hostname, a buffer overread of the connection
  hostname buffer would occur during the comparison of the
  certificate name and the connection hostname.",0,1,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-1000099,curl:curl-7_50_0:CVE-2017-1000099,2017-08-09T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2017-1000099;CVE-2017-1000099,c9332fa5e84f24da300b42b1a931ade929d3e27d,file: output the correct buffer to the user,lib/file.c,lib/asyn-thread.c,1,lib/file.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/file.c,1,1,0,"file: output the correct buffer to the user

Regression brought by 7c312f84ea930d8 (April 2017)

CVE-2017-1000099

Bug: https://curl.haxx.se/docs/adv_20170809C.html

Credit to OSS-Fuzz for the discovery",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-1000101,curl:curl-7_50_0:CVE-2017-1000101,2017-08-09T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2017-1000101;CVE-2017-1000101,453e7a7a03a2cec749abd3878a48e728c515cca7,glob: do not continue parsing after a strtoul() overflow range,src/tool_urlglob.c,src/tool_doswin.c,1,src/tool_urlglob.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,src/tool_urlglob.c,1,1,0,"glob: do not continue parsing after a strtoul() overflow range

Added test 1289 to verify.

CVE-2017-1000101

Bug: https://curl.haxx.se/docs/adv_20170809A.html
Reported-by: Brian Carpenter",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-1000254,curl:curl-7_50_0:CVE-2017-1000254,2017-10-04T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2017-1000254;CVE-2017-1000254,5ff2c5ff25750aba1a8f64fbcad8e5b891512584,FTP: zero terminate the entry path even on bad input,lib/ftp.c,src/tool_getparam.c,1,lib/ftp.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/ftp.c,1,1,0,"FTP: zero terminate the entry path even on bad input

... a single double quote could leave the entry path buffer without a zero
terminating byte. CVE-2017-1000254

Test 1152 added to verify.

Reported-by: Max Dymond
Bug: https://curl.haxx.se/docs/adv_20171004.html",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-1000257,curl:curl-7_50_0:CVE-2017-1000257,2017-10-12T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2017-1000257;CVE-2017-1000257,13c9a9ded3ae744a1e11cbc14e9146d9fa427040,"imap: if a FETCH response has no size, don't call write callback",lib/imap.c,lib/formdata.c,1,lib/imap.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/imap.c,1,1,0,"imap: if a FETCH response has no size, don't call write callback

CVE-2017-1000257

Reported-by: Brian Carpenter and 0xd34db347
Also detected by OSS-Fuzz: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=3586",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-7407,curl:curl-7_50_0:CVE-2017-7407,2017-04-03T08:00:00+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CURL-CVE-2017-7407;CVE-2017-7407,1890d59905414ab84a35892b2e45833654aa5c13,tool_writeout: fixed a buffer read overrun on --write-out,src/tool_writeout.c,lib/getinfo.c,1,src/tool_writeout.c,,Advisory record resolves to an explicit fixing commit reference.,reference_plus_range,src/tool_writeout.c,1,1,0,"tool_writeout: fixed a buffer read overrun on --write-out

If a % ended the statement, the string's trailing NUL would be skipped
and memory past the end of the buffer would be accessed and potentially
displayed as part of the --write-out output. Added tests 1440 and 1441
to check for this kind of condition.

Reported-by: Brian Carpenter",0,1,0,1,1,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-7468,curl:curl-7_50_0:CVE-2017-7468,2017-04-19T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2017-7468;CVE-2017-7468,33cfcfd9f0378625d3bddbd2c8ac5aad4b646f26,TLS: Fix switching off SSL session id when client cert is used,lib/vtls/axtls.c,lib/vauth/digest.c,12,lib/url.c;lib/urldata.h;lib/vtls/axtls.c;lib/vtls/cyassl.c;lib/vtls/darwinssl.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/polarssl.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/url.c;lib/urldata.h;lib/vtls/axtls.c;lib/vtls/cyassl.c;lib/vtls/darwinssl.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/polarssl.c;lib/vtls/schannel.c;lib/vtls/vtls.c,12,1,1,"TLS: Fix switching off SSL session id when client cert is used

Move the sessionid flag to ssl_primary_config so that ssl and proxy_ssl
will each have their own sessionid flag.

Regression since HTTPS-Proxy support was added in cb4e2be. Prior to that
this issue had been fixed in 247d890, CVE-2016-5419.

Bug: https://github.com/curl/curl/issues/1341
Reported-by: lijian996@users.noreply.github.com

The new incarnation of this bug is called CVE-2017-7468 and is documented
here: https://curl.haxx.se/docs/adv_20170419.html",1,1,1,0,0,1,accept,ambiguous,ambiguous
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-8816,curl:curl-7_50_0:CVE-2017-8816,2017-11-29T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2017-8816;CVE-2017-8816,7f2a1df6f5fc598750b2c6f34465c8d924db28cc,ntlm: avoid integer overflow for malloc size,lib/curl_ntlm_core.c,lib/http_proxy.c,1,lib/curl_ntlm_core.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/curl_ntlm_core.c,1,1,0,"ntlm: avoid integer overflow for malloc size

Reported-by: Alex Nichols
Assisted-by: Kamil Dudka and Max Dymond

CVE-2017-8816

Bug: https://curl.haxx.se/docs/adv_2017-11e7.html",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2018-0500,curl:curl-7_50_0:CVE-2018-0500,2018-07-11T08:00:00+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2018-0500;CVE-2018-0500,ba1dbd78e5f1ed67c1b8d37ac89d90e5e330b628,smtp: use the upload buffer size for scratch buffer malloc,lib/smtp.c,lib/x509asn1.c,1,lib/smtp.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_reference_plus_range,lib/smtp.c,1,1,0,"smtp: use the upload buffer size for scratch buffer malloc

... not the read buffer size, as that can be set smaller and thus cause
a buffer overflow! CVE-2018-0500

Reported-by: Peter Wu
Bug: https://curl.haxx.se/docs/adv_2018-70a2.html",1,1,1,1,1,1,accept,accept,accept
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2018-1000005,curl:curl-7_50_0:CVE-2018-1000005,2018-01-24T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2018-1000005;CVE-2018-1000005,fa3dbb9a147488a2943bda809c66fc497efe06cb,http2: fix incorrect trailer buffer size,lib/http2.c,lib/telnet.c,1,lib/http2.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/http2.c,1,1,0,"http2: fix incorrect trailer buffer size

Prior to this change the stored byte count of each trailer was
miscalculated and 1 less than required. It appears any trailer
after the first that was passed to Curl_client_write would be truncated
or corrupted as well as the size. Potentially the size of some
subsequent trailer could be erroneously extracted from the contents of
that trailer, and since that size is used by client write an
out-of-bounds read could occur and cause a crash or be otherwise
processed by client write.

The bug appears to have been born in 0761a51 (precedes 7.49.0).

Closes https://github.com/curl/curl/pull/2231",0,1,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2018-16839,curl:curl-7_61_1:CVE-2018-16839,2018-10-31T08:00:00+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2018-16839;CVE-2018-16839,f3a24d7916b9173c69a3e0ee790102993833d6c5,Curl_auth_create_plain_message: fix too-large-input-check,lib/vauth/cleartext.c,lib/vauth/cram.c,1,lib/vauth/cleartext.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_reference_plus_range,lib/vauth/cleartext.c,1,1,0,"Curl_auth_create_plain_message: fix too-large-input-check

CVE-2018-16839
Reported-by: Harry Sintonen
Bug: https://curl.haxx.se/docs/CVE-2018-16839.html",1,1,1,1,1,1,accept,accept,accept
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2018-16840,curl:curl-7_61_1:CVE-2018-16840,2018-10-31T08:00:00+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2018-16840;CVE-2018-16840,81d135d67155c5295b1033679c606165d4e28f3f,Curl_close: clear data->multi_easy on free to avoid use-after-free,lib/url.c,lib/ftp.c,1,lib/url.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_reference_plus_range,lib/url.c,1,1,0,"Curl_close: clear data->multi_easy on free to avoid use-after-free

Regression from b46cfbc068 (7.59.0)
CVE-2018-16840
Reported-by: Brian Carpenter (Geeknik Labs)

Bug: https://curl.haxx.se/docs/CVE-2018-16840.html",1,1,1,1,1,1,accept,accept,accept
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2019-15601,curl:curl-7_61_1:CVE-2019-15601,2020-01-06T09:05:37+00:00,fixed_commit_epoch,explicit_id,CVE-2019-15601,1b71bc532bde8621fd3260843f8197182a467ff2,"file: on Windows, refuse paths that start with \\",lib/file.c,lib/pingpong.c,1,lib/file.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_only,lib/file.c,1,1,0,"file: on Windows, refuse paths that start with \\

... as that might cause an unexpected SMB connection to a given host
name.

Reported-by: Fernando Muñoz
CVE-2019-15601
Bug: https://curl.haxx.se/docs/CVE-2019-15601.html",1,1,1,0,0,0,accept,accept,accept
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2019-3823,curl:curl-7_61_1:CVE-2019-3823,2019-02-06T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2019-3823;CVE-2019-3823,39df4073e5413fcdbb5a38da0c1ce6f1c0ceb484,smtp: avoid risk of buffer overflow in strtol,lib/smtp.c,lib/telnet.c,1,lib/smtp.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/smtp.c,1,1,0,"smtp: avoid risk of buffer overflow in strtol

If the incoming len 5, but the buffer does not have a termination
after 5 bytes, the strtol() call may keep reading through the line
buffer until is exceeds its boundary. Fix by ensuring that we are
using a bounded read with a temporary buffer on the stack.

Bug: https://curl.haxx.se/docs/CVE-2019-3823.html
Reported-by: Brian Carpenter (Geeknik Labs)
CVE-2019-3823",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2019-5435,curl:curl-7_61_1:CVE-2019-5435,2019-05-22T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2019-5435;CVE-2019-5435,5fc28510a4664f46459d9a40187d81cc08571e60,CURL_MAX_INPUT_LENGTH: largest acceptable string input size,lib/setopt.c,lib/ssh-libssh.c,3,lib/setopt.c;lib/urlapi.c;lib/urldata.h,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/setopt.c;lib/urlapi.c;lib/urldata.h,3,1,1,"CURL_MAX_INPUT_LENGTH: largest acceptable string input size

This limits all accepted input strings passed to libcurl to be less than
CURL_MAX_INPUT_LENGTH (8000000) bytes, for these API calls:
curl_easy_setopt() and curl_url_set().

The 8000000 number is arbitrary picked and is meant to detect mistakes
or abuse, not to limit actual practical use cases. By limiting the
acceptable string lengths we also reduce the risk of integer overflows
all over.

NOTE: This does not apply to `CURLOPT_POSTFIELDS`.

Test 1559 verifies.

Closes #3805",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2019-5481,curl:curl-7_61_1:CVE-2019-5481,2019-09-11T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2019-5481;CVE-2019-5481,9069838b30fb3b48af0123e39f664cea683254a5,security:read_data fix bad realloc(),lib/security.c,lib/select.c,1,lib/security.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/security.c,1,1,0,"security:read_data fix bad realloc()

... that could end up a double-free

CVE-2019-5481
Bug: https://curl.haxx.se/docs/CVE-2019-5481.html",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2020-8177,curl:curl-7_61_1:CVE-2020-8177,2020-06-24T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2020-8177;CVE-2020-8177,8236aba58542c5f89f1d41ca09d84579efb05e22,tool_getparam: -i is not OK if -J is used,src/tool_cb_hdr.c,lib/dict.c,2,src/tool_cb_hdr.c;src/tool_getparam.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,src/tool_cb_hdr.c;src/tool_getparam.c,2,1,1,"tool_getparam: -i is not OK if -J is used

Reported-by: sn on hackerone
Bug: https://curl.haxx.se/docs/CVE-2020-8177.html",1,1,1,0,0,1,accept,accept,accept
