repo,snapshot_tag,snapshot_date,event_id,event_observation_id,event_published,event_date_source,severity_band,severity_score,severity_label,severity_source,ground_truth_source,ground_truth_aliases,fixed_commit,commit_subject,case_file,control_file,changed_source_files_count,changed_source_files_sample,review_decision,review_notes
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-22576,curl:curl-7_79_0:CVE-2022-22576,2022-04-27T08:00:00+00:00,osv_published,all,8.1,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-22576;CVE-2022-22576,852aa5ad351ea53e5f01d2f44b5b4370c2bf5425,url: check sasl additional parameters for connection reuse.,lib/strcase.c,lib/dynbuf.c,5,lib/strcase.c;lib/strcase.h;lib/url.c;lib/urldata.h;lib/vtls/vtls.c,,
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-27779,curl:curl-7_79_0:CVE-2022-27779,2022-05-11T08:00:00+00:00,osv_published,all,,MEDIUM,osv_severity,explicit_id+osv_range,CURL-CVE-2022-27779;CVE-2022-27779,7e92d12b4e6911f424678a133b19de670e183a59,cookies: make bad_domain() not consider a trailing dot fine,lib/cookie.c,lib/connect.c,1,lib/cookie.c,,
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-27781,curl:curl-7_79_0:CVE-2022-27781,2022-05-11T08:00:00+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-27781;CVE-2022-27781,5c7da89d404bf59c8dd82a001119a16d18365917,nss: return error if seemingly stuck in a cert loop,lib/vtls/nss.c,lib/vtls/schannel.c,1,lib/vtls/nss.c,,
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-32205,curl:curl-7_79_0:CVE-2022-32205,2022-06-27T08:00:00+00:00,osv_published,all,4.3,MEDIUM,osv_severity,explicit_id+osv_range,CURL-CVE-2022-32205;CVE-2022-32205,48d7064a49148f03942380967da739dcde1cdc24,cookie: apply limits,lib/cookie.h,lib/x509asn1.h,4,lib/cookie.c;lib/cookie.h;lib/http.c;lib/urldata.h,,
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-32206,curl:curl-7_79_0:CVE-2022-32206,2022-06-27T08:00:00+00:00,osv_published,all,6.5,MEDIUM,osv_severity,explicit_id+osv_range,CURL-CVE-2022-32206;CVE-2022-32206,3a09fbb7f264c67c438d01a30669ce325aa508e2,content_encoding: return error on too many compression steps,lib/content_encoding.c,lib/ftplistparser.c,1,lib/content_encoding.c,,
curl,curl-8_11_0,2024-11-06T07:05:56+00:00,CVE-2024-11053,curl:curl-8_11_0:CVE-2024-11053,2024-12-11T08:00:00+00:00,osv_published,all,3.4,LOW,osv_severity,osv_range,CURL-CVE-2024-11053;CVE-2024-11053,e9b9bbac22c26cf67316fa8e6c6b9e831af31949,netrc: address several netrc parser flaws,lib/netrc.c,lib/hostip4.c,2,lib/netrc.c;lib/url.c,,
curl,curl-8_11_0,2024-11-06T07:05:56+00:00,CVE-2025-0665,curl:curl-8_11_0:CVE-2025-0665,2025-02-05T08:00:00+00:00,osv_published,all,7.0,HIGH,osv_severity,osv_range,CURL-CVE-2025-0665;CVE-2025-0665,ff5091aa9f73802e894b1cbdf24ab84e103200e2,async-thread: avoid closing eventfd twice,lib/asyn-thread.c,lib/curl_ntlm_core.c,1,lib/asyn-thread.c,,
curl,curl-8_11_0,2024-11-06T07:05:56+00:00,CVE-2025-0725,curl:curl-8_11_0:CVE-2025-0725,2025-02-05T08:00:00+00:00,nvd_published+osv_published,all,7.3,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CURL-CVE-2025-0725;CVE-2025-0725,76f83f0db23846e254d940ec7,content_encoding: drop support for zlib before 1.2.0.4,lib/content_encoding.c,lib/curl_sha512_256.c,1,lib/content_encoding.c,,
curl,curl-8_11_0,2024-11-06T07:05:56+00:00,CVE-2025-9086,curl:curl-8_11_0:CVE-2025-9086,2025-09-10T08:00:00+00:00,osv_published,all,7.5,HIGH,osv_severity,osv_range,CURL-CVE-2025-9086;CVE-2025-9086,c6ae07c6a541e0e96d0040afb62b45dd37711300,cookie: don't treat the leading slash as trailing,lib/cookie.c,lib/cf-h2-proxy.c,1,lib/cookie.c,,
curl,curl-8_11_0,2024-11-06T07:05:56+00:00,OSV-2025-657,curl:curl-8_11_0:OSV-2025-657,2025-08-20T00:12:09+00:00,osv_published,all,,UNKNOWN,osv_severity,osv_range,OSV-2025-657,c294d0abc5b62b8068af391576be87b821d2ff8b,libssh2: fix sftp_statemachine busyloop when *block=true,lib/vssh/libssh2.c,lib/vtls/schannel.c,1,lib/vssh/libssh2.c,,
django-django,1.11.1,2017-05-06T12:33:38+00:00,CVE-2018-7537,django-django:1.11.1:CVE-2018-7537,2018-02-27T18:56:26+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,CVE-2018-7537,a91436360b79a6ff995c3e5018bcc666dfaf1539,[1.11.x] Fixed CVE-2018-7537 -- Fixed catastrophic backtracking in django.utils.text.Truncator.,django/utils/text.py,django/utils/functional.py,1,django/utils/text.py,,
django-django,4.2.15,2024-08-06T12:56:30+00:00,CVE-2024-11168,django-django:4.2.15:CVE-2024-11168,2024-12-03T08:50:11+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,CVE-2024-11168,f663277a4c22ef96cbdebfd0ed76155b9d37b4f8,[4.2.x] Refs CVE-2024-11168 -- Updated vendored _urlsplit() to properly validate IPv6 and IPvFuture addresses.,django/utils/http.py,django/utils/functional.py,1,django/utils/http.py,,
git,v2.4.0-rc2,2015-04-14T18:57:13+00:00,CVE-2016-2324,git:v2.4.0-rc2:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,all,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,builtin/pack-objects.c,builtin/blame.c,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,
openssh,V_6_9_P1,2015-07-01T02:35:31+00:00,CVE-2015-6563,openssh:V_6_9_P1:CVE-2015-6563,2015-08-24T01:59:00+00:00,nvd_published,all,1.9,LOW,nvd_metrics,nvd_ref,CVE-2015-6563,d4697fe9a28dab7255c60433e4dd23cf7fce8a8b,Don't resend username to PAM; it already has it.,monitor.c,sftp-client.c,2,monitor.c;monitor_wrap.c,,
openssh,V_6_9_P1,2015-07-01T02:35:31+00:00,CVE-2015-8325,openssh:V_6_9_P1:CVE-2015-8325,2016-04-13T00:44:42+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,CVE-2015-8325,85bdcd7c92fe7ff133bbc4e10a65c91810f88755,ignore PAM environment vars when UseLogin=yes,session.c,readconf.c,1,session.c,,
openssh,V_8_2_P1,2020-02-14T00:40:54+00:00,CVE-2020-12062,openssh:V_8_2_P1:CVE-2020-12062,2020-06-01T16:15:14+00:00,nvd_published+osv_published,all,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2020-12062,aad87b88fc2536b1ea023213729aaf4eaabe1894,"upstream: when receving a file in sink(), be careful to send at",scp.c,sshconnect.c,1,scp.c,,
openssh,V_9_0_P1,2022-04-06T00:47:48+00:00,CVE-2023-25136,openssh:V_9_0_P1:CVE-2023-25136,2023-02-03T06:15:09+00:00,nvd_published+osv_published,all,6.5,MEDIUM,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2023-25136,486c4dc3b83b4b67d663fb0fa62bc24138ec3946,upstream: Always return allocated strings from the kex filtering so,compat.c,sandbox-systrace.c,1,compat.c,,
openssl,openssl-3.0.2,2022-03-15T14:30:24+00:00,CVE-2022-3602,openssl:openssl-3.0.2:CVE-2022-3602,2022-11-01T09:49:18+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,CVE-2022-3602,c42165b5706e42f67ef8ef4c351a9a4c5d21639a,Fix CVE-2022-3786 in punycode decoder.,crypto/punycode.c,apps/dsa.c,1,crypto/punycode.c,,
openssl,openssl-3.0.2,2022-03-15T14:30:24+00:00,CVE-2022-4203,openssl:openssl-3.0.2:CVE-2022-4203,2023-02-24T15:15:11+00:00,osv_published,all,4.9,MEDIUM,osv_severity,explicit_id+osv_range,CVE-2022-4203;GHSA-W67W-MW4J-8QRV;RUSTSEC-2023-0008,c927a3492698c254637da836762f9b1f86cffabc,Fix type confusion in nc_match_single(),crypto/x509/v3_ncons.c,crypto/evp/signature.c,1,crypto/x509/v3_ncons.c,,
openssl,openssl-3.0.2,2022-03-15T14:30:24+00:00,CVE-2023-0401,openssl:openssl-3.0.2:CVE-2023-0401,2023-02-08T20:15:24+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,CVE-2023-0401;GHSA-VRH7-X64V-7VXQ;RUSTSEC-2023-0013,d3b6dfd70db844c4499bec6ad6601623a565e674,pk7_doit.c: Check return of BIO_set_md() calls,crypto/pkcs7/pk7_doit.c,crypto/ec/ecx_meth.c,1,crypto/pkcs7/pk7_doit.c,,
psf-requests,v2.19.0,2018-06-12T14:38:10+00:00,CVE-2018-18074,psf-requests:v2.19.0:CVE-2018-18074,2018-10-09T17:29:01+00:00,osv_published,all,7.5,HIGH,osv_severity,osv_range,CVE-2018-18074;GHSA-X84V-XCM2-53PG;PYSEC-2018-28,bd840450c0d1e9db3bf62382c15d96378cc3a056,v2.20.0,requests/__init__.py,requests/status_codes.py,3,requests/__init__.py;requests/__version__.py;setup.py,,
redis,7.0-rc1,2022-01-31T10:50:24+00:00,CVE-2022-35951,redis:7.0-rc1:CVE-2022-35951,2022-09-23T00:00:00+00:00,osv_published,all,7.0,HIGH,osv_severity,explicit_id+osv_range,BIT-KEYDB-2022-35951;BIT-REDIS-2022-35951;BIT-VALKEY-2022-35951;CVE-2022-35951;GHSA-5GC4-76RX-22C9,fa6815e14ea5adff93c5cd7be513c02a7c6e3f2a,Fix heap overflow vulnerability in XAUTOCLAIM (CVE-2022-35951),src/t_stream.c,src/t_zset.c,1,src/t_stream.c,,
sqlite,version-3.29.0,2019-07-10T17:32:03+00:00,CVE-2019-19317,sqlite:version-3.29.0:CVE-2019-19317,2019-12-05T14:15:09+00:00,nvd_published+osv_published,all,9.8,CRITICAL,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19317,522ebfa7cee96fb325a22ea3a2464a63485886a8,"Whenever a generated column is used, assume that all columns are used.",src/resolve.c,src/vdbemem.c,1,src/resolve.c,,
sqlite,version-3.29.0,2019-07-10T17:32:03+00:00,CVE-2019-19645,sqlite:version-3.29.0:CVE-2019-19645,2019-12-09T16:15:10+00:00,nvd_published+osv_published,all,5.5,MEDIUM,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19645,38096961c7cd109110ac21d3ed7dad7e0cb0ae06,"Avoid infinite recursion in the ALTER TABLE code when a view contains an unused CTE that references, directly or indirectly, the view itself.",src/alter.c,src/fkey.c,3,src/alter.c;src/build.c;src/sqliteInt.h,,
sqlite,version-3.29.0,2019-07-10T17:32:03+00:00,CVE-2019-19880,sqlite:version-3.29.0:CVE-2019-19880,2019-12-18T06:15:12+00:00,nvd_published+osv_published,all,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19880,75e95e1fcd52d3ec8282edb75ac8cd0814095d54,When processing constant integer values in ORDER BY clauses of window definitions (see check-in [7e4809eadfe99ebf]) be sure to fully disable the constant value to avoid an invalid pointer dereference if the expression is ever duplicated. This fixes a crash report from Yongheng and Rui.,src/window.c,src/tclsqlite.c,1,src/window.c,,
sqlite,version-3.29.0,2019-07-10T17:32:03+00:00,CVE-2019-19925,sqlite:version-3.29.0:CVE-2019-19925,2019-12-24T17:15:10+00:00,nvd_published+osv_published,all,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19925,54d501092d88c0cf89bec4279951f548fb0b8618,Fix the zipfile extension so that INSERT works even if the pathname of the file being inserted is a NULL.  Bug discovered by the Yongheng and Rui fuzzer.,ext/misc/zipfile.c,ext/lsm1/lsm_shared.c,1,ext/misc/zipfile.c,,
zlib,v1.2.12,2022-03-27T23:05:02+00:00,CVE-2022-37434,zlib:v1.2.12:CVE-2022-37434,2022-08-05T07:15:07+00:00,nvd_published+osv_published,all,9.8,CRITICAL,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2022-37434,eff308af425b67093bab25f80f1ae950166bece1,Fix a bug when getting a gzip header extra field with inflate().,inflate.c,trees.c,1,inflate.c,,
