repo,anchor_tag,anchor_commit,intervention_commit,intervention_parent,file_path,commit_date,intervention_type,keyword_basis,review_decision,reviewer,notes
django-django,1.7a2,04518e310d4552ff7595a34f5a7f93487d78a406,3d734c09ff0138441dfe0a59010435871d17950f,04518e310d4552ff7595a34f5a7f93487d78a406,django/db/models/sql/query.py,2022-10-06T09:38:03+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
go-gitea-gitea,,46e96c008cf966428c9dad71c7871de88186e3fe,1f2e173a745da8e4b57f96b5561a3c10054d3b76,46e96c008cf966428c9dad71c7871de88186e3fe,modules/context/context.go,2016-07-23T17:08:22+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
go-gitea-gitea,v1.15.0-dev,ab77a24f18ae45248bd6c71778fe3bfacacf864f,47fd1569361a4cb474aa760cefa76c1158c5d944,ab77a24f18ae45248bd6c71778fe3bfacacf864f,modules/context/context.go,2021-05-04T21:48:31+00:00,extract,extract,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
go-gitea-gitea,v1.16.0-dev,9d943bf374e56e4d403303a6a2caafc1c79cdb6f,4da1d9781025aa4a85899b1ddeb25aabbaa82703,9d943bf374e56e4d403303a6a2caafc1c79cdb6f,modules/context/context.go,2021-12-15T06:59:57+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
prometheus-prometheus,0.9.0rc1,b90350737180876c6318c57cc260b62f8f0c94cb,b1e49561427992dd28b4795cfd38002483b4f9ff,b90350737180876c6318c57cc260b62f8f0c94cb,web/web.go,2014-12-10T15:16:49+00:00,cleanup,cleanup,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
prometheus-prometheus,v2.0.0,a8cce41882e5d94f876d93c1b7c29d37a32f58eb,e405e2f1ea2156f76a7e70f5471b88a590a8e24a,a8cce41882e5d94f876d93c1b7c29d37a32f58eb,web/web.go,2017-12-18T17:22:49+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
prometheus-prometheus,v2.25.0-rc.0,4fca1b9f5dee6ba8d4da596be9b2f671097b1431,a2e5ad61746ec143c8385a5536c542be060b78c1,4fca1b9f5dee6ba8d4da596be9b2f671097b1431,web/web.go,2021-02-15T11:30:00+00:00,split,split,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
traefik-traefik,v1.3.0-rc2,ff3481f06b3e5cffa751a0ba4b35da3a896deb54,26100231310ab3a780173a535dd4f4a99b9984fd,ff3481f06b3e5cffa751a0ba4b35da3a896deb54,integration/https_test.go,2017-05-18T20:34:15+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
traefik-traefik,v1.3.3,bbb133d94c0b71e409b8223c967bc8e9a3f459a5,2e84b1e556c21bb249d55f4665fa6e825d66bbc3,bbb133d94c0b71e409b8223c967bc8e9a3f459a5,integration/https_test.go,2017-07-10T12:58:31+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
traefik-traefik,v1.7.4,d3ae88f108f927201fffc310c61cd31cdf5e8ea8,a09dfa3ce10f222ab6e10ac11386d330698ff6f8,d3ae88f108f927201fffc310c61cd31cdf5e8ea8,integration/https_test.go,2018-11-14T09:18:03+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
traefik-traefik,v2.0.0-alpha4,b143101f8259e118761d4c0472cc167ef97fcf90,518a37e77673d84cf0e9e83067494bcfe25daf40,b143101f8259e118761d4c0472cc167ef97fcf90,pkg/server/router/router_test.go,2019-06-05T20:18:06+00:00,rework,rework,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
traefik-traefik,v2.0.0-alpha4,b143101f8259e118761d4c0472cc167ef97fcf90,518a37e77673d84cf0e9e83067494bcfe25daf40,b143101f8259e118761d4c0472cc167ef97fcf90,pkg/server/router/tcp/router_test.go,2019-06-05T20:18:06+00:00,rework,rework,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
traefik-traefik,v2.9.4,67d9c8da0b5fb8c1114a8dd9fbe14a5f6d2db201,fadee5e87b2cb52855977b42d1590acc9044d65d,67d9c8da0b5fb8c1114a8dd9fbe14a5f6d2db201,pkg/server/router/router.go,2022-11-16T10:38:07+00:00,rework,rework,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
traefik-traefik,v2.9.4,67d9c8da0b5fb8c1114a8dd9fbe14a5f6d2db201,fadee5e87b2cb52855977b42d1590acc9044d65d,67d9c8da0b5fb8c1114a8dd9fbe14a5f6d2db201,pkg/server/router/router_test.go,2022-11-16T10:38:07+00:00,rework,rework,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
traefik-traefik,v2.9.4,67d9c8da0b5fb8c1114a8dd9fbe14a5f6d2db201,fadee5e87b2cb52855977b42d1590acc9044d65d,67d9c8da0b5fb8c1114a8dd9fbe14a5f6d2db201,pkg/server/routerfactory.go,2022-11-16T10:38:07+00:00,rework,rework,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
traefik-traefik,v2.10.0,2cebd0a083a9c9d0807d20aa885046f9660d55f8,466d7461b76fc1a292591b450e4bfd3e0c96cc3f,2cebd0a083a9c9d0807d20aa885046f9660d55f8,pkg/config/static/static_config.go,2023-05-10T13:28:05+00:00,split,split,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
