repo,snapshot_tag,snapshot_date,event_id,event_observation_id,event_published,event_date_source,severity_band,severity_score,severity_label,severity_source,ground_truth_source,ground_truth_aliases,fixed_commit,commit_subject,case_file,control_file,changed_source_files_count,changed_source_files_sample,review_decision,review_notes
curl,curl-7_54_1,2017-06-14T06:08:56+00:00,CVE-2018-1000300,curl:curl-7_54_1:CVE-2018-1000300,2018-05-16T08:00:00+00:00,osv_published,high_critical,9.8,CRITICAL,osv_severity,explicit_id+osv_range,CURL-CVE-2018-1000300;CVE-2018-1000300,583b42cb3b809b1bf597af160468ccba728c2248,pingpong: fix response cache memcpy overflow,lib/pingpong.c,lib/security.c,1,lib/pingpong.c,,
curl,curl-7_65_2,2019-07-17T07:26:17+00:00,CVE-2019-5481,curl:curl-7_65_2:CVE-2019-5481,2019-09-11T08:00:00+00:00,osv_published,high_critical,9.8,CRITICAL,osv_severity,explicit_id+osv_range,CURL-CVE-2019-5481;CVE-2019-5481,9069838b30fb3b48af0123e39f664cea683254a5,security:read_data fix bad realloc(),lib/security.c,lib/file.c,1,lib/security.c,,
curl,curl-7_65_2,2019-07-17T07:26:17+00:00,CVE-2019-5482,curl:curl-7_65_2:CVE-2019-5482,2019-09-11T08:00:00+00:00,osv_published,high_critical,9.8,CRITICAL,osv_severity,explicit_id+osv_range,CURL-CVE-2019-5482;CVE-2019-5482,facb0e4662415b5f28163e853dc6742ac5fafb3d,"tftp: Alloc maximum blksize, and use default unless OACK is received",lib/tftp.c,lib/pop3.c,1,lib/tftp.c,,
curl,curl-7_65_2,2019-07-17T07:26:17+00:00,CVE-2020-8169,curl:curl-7_65_2:CVE-2020-8169,2020-06-24T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,osv_range,CURL-CVE-2020-8169;CVE-2020-8169,600a8cded447cd7118ed50142c576567c0cf5158,url: make the updated credentials URL-encoded in the URL,lib/url.c,lib/ftp.c,1,lib/url.c,,
curl,curl-7_65_2,2019-07-17T07:26:17+00:00,CVE-2020-8177,curl:curl-7_65_2:CVE-2020-8177,2020-06-24T08:00:00+00:00,osv_published,high_critical,7.8,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2020-8177;CVE-2020-8177,8236aba58542c5f89f1d41ca09d84579efb05e22,tool_getparam: -i is not OK if -J is used,src/tool_cb_hdr.c,src/tool_cb_prg.c,2,src/tool_cb_hdr.c;src/tool_getparam.c,,
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-22576,curl:curl-7_79_0:CVE-2022-22576,2022-04-27T08:00:00+00:00,osv_published,high_critical,8.1,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-22576;CVE-2022-22576,852aa5ad351ea53e5f01d2f44b5b4370c2bf5425,url: check sasl additional parameters for connection reuse.,lib/strcase.c,lib/dynbuf.c,5,lib/strcase.c;lib/strcase.h;lib/url.c;lib/urldata.h;lib/vtls/vtls.c,,
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-27775,curl:curl-7_79_0:CVE-2022-27775,2022-04-27T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-27775;CVE-2022-27775,058f98dc3fe595f21dc26a5b9b1699e519ba5705,"conncache: include the zone id in the ""bundle"" hashkey",lib/conncache.c,src/tool_paramhlp.c,1,lib/conncache.c,,
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-27778,curl:curl-7_79_0:CVE-2022-27778,2022-05-11T08:00:00+00:00,osv_published,high_critical,8.1,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-27778;CVE-2022-27778,8c7ee9083d0d719d0a77ab20d9cc2ae84eeea7f3,post_per_transfer: remove the updated file name,src/tool_operate.c,lib/setopt.c,1,src/tool_operate.c,,
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-27781,curl:curl-7_79_0:CVE-2022-27781,2022-05-11T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-27781;CVE-2022-27781,5c7da89d404bf59c8dd82a001119a16d18365917,nss: return error if seemingly stuck in a cert loop,lib/vtls/nss.c,lib/vtls/schannel.c,1,lib/vtls/nss.c,,
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-27782,curl:curl-7_79_0:CVE-2022-27782,2022-05-11T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CURL-CVE-2022-27782;CVE-2022-27782,1645e9b44505abd5cbaf65da5282c3f33b5924a5,url: check SSH config match on connection reuse,lib/vssh/ssh.h,lib/vauth/vauth.h,2,lib/url.c;lib/vssh/ssh.h,,
curl,curl-7_79_0,2021-09-14T07:02:52+00:00,CVE-2022-32207,curl:curl-7_79_0:CVE-2022-32207,2022-06-27T08:00:00+00:00,osv_published,high_critical,9.8,CRITICAL,osv_severity,explicit_id+osv_range,CURL-CVE-2022-32207;CVE-2022-32207,20f9dd6bae50b7223171b17ba7798946e74f877f,fopen: add Curl_fopen() for better overwriting of files,lib/cookie.c,lib/connect.c,3,lib/cookie.c;lib/fopen.c;lib/fopen.h,,
curl,curl-8_11_0,2024-11-06T07:05:56+00:00,CVE-2025-0665,curl:curl-8_11_0:CVE-2025-0665,2025-02-05T08:00:00+00:00,osv_published,high_critical,7.0,HIGH,osv_severity,osv_range,CURL-CVE-2025-0665;CVE-2025-0665,ff5091aa9f73802e894b1cbdf24ab84e103200e2,async-thread: avoid closing eventfd twice,lib/asyn-thread.c,lib/curl_ntlm_core.c,1,lib/asyn-thread.c,,
curl,curl-8_11_0,2024-11-06T07:05:56+00:00,CVE-2025-0725,curl:curl-8_11_0:CVE-2025-0725,2025-02-05T08:00:00+00:00,nvd_published+osv_published,high_critical,7.3,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CURL-CVE-2025-0725;CVE-2025-0725,76f83f0db23846e254d940ec7,content_encoding: drop support for zlib before 1.2.0.4,lib/content_encoding.c,lib/curl_sha512_256.c,1,lib/content_encoding.c,,
curl,curl-8_11_0,2024-11-06T07:05:56+00:00,CVE-2025-5399,curl:curl-8_11_0:CVE-2025-5399,2025-06-04T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,osv_range,CURL-CVE-2025-5399;CVE-2025-5399,d1145df24de8f80e6b167fbc4f28b86bcd0c6832,ws: handle blocked sends better,lib/ws.c,lib/hostip.c,1,lib/ws.c,,
curl,curl-8_11_0,2024-11-06T07:05:56+00:00,CVE-2025-9086,curl:curl-8_11_0:CVE-2025-9086,2025-09-10T08:00:00+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,osv_range,CURL-CVE-2025-9086;CVE-2025-9086,c6ae07c6a541e0e96d0040afb62b45dd37711300,cookie: don't treat the leading slash as trailing,lib/cookie.c,lib/cf-h2-proxy.c,1,lib/cookie.c,,
git,v2.4.0-rc2,2015-04-14T18:57:13+00:00,CVE-2016-2315,git:v2.4.0-rc2:CVE-2016-2315,2016-04-08T14:59:01+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2315,34fa79a6cde56d6d428ab0d3160cb094ebad3305,prefer memcpy to strcpy,compat/nedmalloc/nedmalloc.c,compat/poll/poll.c,3,compat/nedmalloc/nedmalloc.c;fast-import.c;revision.c,,
git,v2.4.0-rc2,2015-04-14T18:57:13+00:00,CVE-2016-2324,git:v2.4.0-rc2:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,high_critical,9.8,CRITICAL,nvd_metrics,nvd_ref,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,builtin/pack-objects.c,builtin/blame.c,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,
openssh,V_8_2_P1,2020-02-14T00:40:54+00:00,CVE-2020-12062,openssh:V_8_2_P1:CVE-2020-12062,2020-06-01T16:15:14+00:00,nvd_published+osv_published,high_critical,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2020-12062,aad87b88fc2536b1ea023213729aaf4eaabe1894,"upstream: when receving a file in sink(), be careful to send at",scp.c,sshconnect.c,1,scp.c,,
openssl,openssl-3.0.2,2022-03-15T14:30:24+00:00,CVE-2023-0216,openssl:openssl-3.0.2:CVE-2023-0216,2023-02-08T20:15:24+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CVE-2023-0216;GHSA-29XX-HCV2-C4CP;RUSTSEC-2023-0011,934a04f0e775309cadbef0aa6b9692e1b12a76c6,Do not dereference PKCS7 object data if not set,crypto/pkcs7/pk7_lib.c,crypto/property/property_parse.c,1,crypto/pkcs7/pk7_lib.c,,
openssl,openssl-3.0.2,2022-03-15T14:30:24+00:00,CVE-2023-0401,openssl:openssl-3.0.2:CVE-2023-0401,2023-02-08T20:15:24+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,explicit_id+osv_range,CVE-2023-0401;GHSA-VRH7-X64V-7VXQ;RUSTSEC-2023-0013,d3b6dfd70db844c4499bec6ad6601623a565e674,pk7_doit.c: Check return of BIO_set_md() calls,crypto/pkcs7/pk7_doit.c,crypto/ec/ecx_meth.c,1,crypto/pkcs7/pk7_doit.c,,
psf-requests,v2.19.0,2018-06-12T14:38:10+00:00,CVE-2018-18074,psf-requests:v2.19.0:CVE-2018-18074,2018-10-09T17:29:01+00:00,osv_published,high_critical,7.5,HIGH,osv_severity,osv_range,CVE-2018-18074;GHSA-X84V-XCM2-53PG;PYSEC-2018-28,bd840450c0d1e9db3bf62382c15d96378cc3a056,v2.20.0,requests/__init__.py,requests/status_codes.py,3,requests/__init__.py;requests/__version__.py;setup.py,,
redis,7.0-rc1,2022-01-31T10:50:24+00:00,CVE-2022-35951,redis:7.0-rc1:CVE-2022-35951,2022-09-23T00:00:00+00:00,osv_published,high_critical,7.0,HIGH,osv_severity,explicit_id+osv_range,BIT-KEYDB-2022-35951;BIT-REDIS-2022-35951;BIT-VALKEY-2022-35951;CVE-2022-35951;GHSA-5GC4-76RX-22C9,fa6815e14ea5adff93c5cd7be513c02a7c6e3f2a,Fix heap overflow vulnerability in XAUTOCLAIM (CVE-2022-35951),src/t_stream.c,src/t_zset.c,1,src/t_stream.c,,
sqlite,version-3.29.0,2019-07-10T17:32:03+00:00,CVE-2019-19244,sqlite:version-3.29.0:CVE-2019-19244,2019-11-25T20:15:11+00:00,nvd_published+osv_published,high_critical,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19244,e59c562b3f6894f84c715772c4b116d7b5c01348,Fix a crash that could occur if a sub-select that uses both DISTINCT and window functions also used an ORDER BY that is the same as its select list.,src/select.c,src/test1.c,1,src/select.c,,
sqlite,version-3.29.0,2019-07-10T17:32:03+00:00,CVE-2019-19317,sqlite:version-3.29.0:CVE-2019-19317,2019-12-05T14:15:09+00:00,nvd_published+osv_published,high_critical,9.8,CRITICAL,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19317,522ebfa7cee96fb325a22ea3a2464a63485886a8,"Whenever a generated column is used, assume that all columns are used.",src/resolve.c,src/vdbemem.c,1,src/resolve.c,,
sqlite,version-3.29.0,2019-07-10T17:32:03+00:00,CVE-2019-19603,sqlite:version-3.29.0:CVE-2019-19603,2019-12-09T19:15:14+00:00,nvd_published,high_critical,7.5,HIGH,nvd_metrics,nvd_ref,CVE-2019-19603,527cbd4a104cb93bf3994b3dd3619a6299a78b13,Do not allow CREATE TABLE or CREATE VIEW of an object with a name that looks like a shadow table name.,src/build.c,src/vdbeaux.c,2,src/build.c;src/sqliteInt.h,,
sqlite,version-3.29.0,2019-07-10T17:32:03+00:00,CVE-2019-19646,sqlite:version-3.29.0:CVE-2019-19646,2019-12-09T19:15:14+00:00,nvd_published+osv_published,high_critical,9.8,CRITICAL,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19646,ebd70eedd5d6e6a890a670b5ee874a5eae86b4dd,Fix the NOT NULL verification logic in PRAGMA integrity_check so that it works for generated columns whose value is the result of a comparison operator. Ticket [bd8c280671ba44a7],src/pragma.c,src/wherecode.c,1,src/pragma.c,,
sqlite,version-3.29.0,2019-07-10T17:32:03+00:00,CVE-2019-19880,sqlite:version-3.29.0:CVE-2019-19880,2019-12-18T06:15:12+00:00,nvd_published+osv_published,high_critical,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19880,75e95e1fcd52d3ec8282edb75ac8cd0814095d54,When processing constant integer values in ORDER BY clauses of window definitions (see check-in [7e4809eadfe99ebf]) be sure to fully disable the constant value to avoid an invalid pointer dereference if the expression is ever duplicated. This fixes a crash report from Yongheng and Rui.,src/window.c,src/insert.c,1,src/window.c,,
sqlite,version-3.29.0,2019-07-10T17:32:03+00:00,CVE-2019-19925,sqlite:version-3.29.0:CVE-2019-19925,2019-12-24T17:15:10+00:00,nvd_published+osv_published,high_critical,7.5,HIGH,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2019-19925,54d501092d88c0cf89bec4279951f548fb0b8618,Fix the zipfile extension so that INSERT works even if the pathname of the file being inserted is a NULL.  Bug discovered by the Yongheng and Rui fuzzer.,ext/misc/zipfile.c,ext/lsm1/lsm_shared.c,1,ext/misc/zipfile.c,,
zlib,v1.2.12,2022-03-27T23:05:02+00:00,CVE-2022-37434,zlib:v1.2.12:CVE-2022-37434,2022-08-05T07:15:07+00:00,nvd_published+osv_published,high_critical,9.8,CRITICAL,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,CVE-2022-37434,eff308af425b67093bab25f80f1ae950166bece1,Fix a bug when getting a gzip header extra field with inflate().,inflate.c,trees.c,1,inflate.c,,
zlib,v1.3,2023-08-18T08:45:36+00:00,CVE-2023-45853,zlib:v1.3:CVE-2023-45853,2023-10-14T02:15:09+00:00,osv_published,high_critical,9.8,CRITICAL,osv_severity,osv_range,CVE-2023-45853;GHSA-MQ29-J5XF-CJWR,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,zlib 1.3.1,contrib/infback9/inftree9.c,contrib/minizip/iowin32.c,10,contrib/infback9/inftree9.c;deflate.c;deflate.h;gzguts.h;gzlib.c;inftrees.c;trees.c;zconf.h;zlib.h;zutil.h,,
